origen	destino	distancia(Km)	MTBF(año*Km/cortes)	MTTR(año)
0	1	503		370.37			0.0137
0	4	1574		370.37			0.0137
1	3	1053		370.37			0.0137
2	3	777		370.37			0.0137
2	4	463		370.37			0.0137
3	4	341		370.37			0.0137
3	5	261		370.37			0.0137
3	8	641		370.37			0.0137
3	9	557		370.37			0.0137
4	5	328		370.37			0.0137
4	6	494		370.37			0.0137
4	13	1165		370.37			0.0137
4	14	1059		370.37			0.0137
5	6	209		370.37			0.0137
5	7	233		370.37			0.0137
5	9	641		370.37			0.0137
6	7	371		370.37			0.0137
6	11	973		370.37			0.0137
6	12	904		370.37			0.0137
6	14	648		370.37			0.0137
8	9	305		370.37			0.0137
8	10	681		370.37			0.0137
8	11	876		370.37			0.0137
8	14	1168		370.37			0.0137
8	16	529		370.37			0.0137
9	11	676		370.37			0.0137
10	16	517		370.37			0.0137
10	18	2551		370.37			0.0137
11	14	354		370.37			0.0137
11	15	312		370.37			0.0137
12	13	485		370.37			0.0137
12	17	522		370.37			0.0137
13	17	417		370.37			0.0137
14	15	666		370.37			0.0137
14	17	810		370.37			0.0137
14	19	1608		370.37			0.0137
15	16	269		370.37			0.0137
16	18	1081		370.37			0.0137
17	19	1227		370.37			0.0137
