origen	destino	distancia(Km)	MTBF(año*Km/cortes)	MTTR(año)
0	1	451		370.37			0.0137
0	2	358		370.37			0.0137
1	3	529		370.37			0.0137
1	9	660		370.37			0.0137
2	3	540		370.37			0.0137
2	4	894		370.37			0.0137
3	7	304		370.37			0.0137
4	5	335		370.37			0.0137
4	6	442		370.37			0.0137
4	7	477		370.37			0.0137
5	6	200		370.37			0.0137
5	8	453		370.37			0.0137
6	7	561		370.37			0.0137
6	12	422		370.37			0.0137
7	10	308		370.37			0.0137
7	11	495		370.37			0.0137
8	13	381		370.37			0.0137
9	10	297		370.37			0.0137
9	20	909		370.37			0.0137
10	11	210		370.37			0.0137
10	19	396		370.37			0.0137
11	12	461		370.37			0.0137
11	17	764		370.37			0.0137
11	18	743		370.37			0.0137
12	13	468		370.37			0.0137
12	14	550		370.37			0.0137
13	15	579		370.37			0.0137
14	16	373		370.37			0.0137
15	16	395		370.37			0.0137
15	21	558		370.37			0.0137
16	17	304		370.37			0.0137
16	21	342		370.37			0.0137
17	18	300		370.37			0.0137
17	22	201		370.37			0.0137
18	19	389		370.37			0.0137
18	23	447		370.37			0.0137
19	20	374		370.37			0.0137
19	24	770		370.37			0.0137
20	25	368		370.37			0.0137
21	22	338		370.37			0.0137
21	31	472		370.37			0.0137
21	32	412		370.37			0.0137
22	23	503		370.37			0.0137
22	30	542		370.37			0.0137
23	24	215		370.37			0.0137
24	26	293		370.37			0.0137
24	28	317		370.37			0.0137
25	26	378		370.37			0.0137
26	27	476		370.37			0.0137
27	28	197		370.37			0.0137
27	41	360		370.37			0.0137
28	29	308		370.37			0.0137
28	40	813		370.37			0.0137
29	30	238		370.37			0.0137
29	39	819		370.37			0.0137
30	31	214		370.37			0.0137
31	37	362		370.37			0.0137
32	33	374		370.37			0.0137
32	35	751		370.37			0.0137
32	37	562		370.37			0.0137
33	34	562		370.37			0.0137
33	35	393		370.37			0.0137
34	35	403		370.37			0.0137
35	36	321		370.37			0.0137
36	37	346		370.37			0.0137
36	39	251		370.37			0.0137
37	38	317		370.37			0.0137
38	39	454		370.37			0.0137
39	40	327		370.37			0.0137
40	41	709		370.37			0.0137
40	45	266		370.37			0.0137
41	42	376		370.37			0.0137
41	44	449		370.37			0.0137
42	43	352		370.37			0.0137
43	44	366		370.37			0.0137
44	45	178		370.37			0.0137
